children,contributors,date,form,fulltext_url,pages,parent,title,trove_id,url,volume
,"Mathews, R. H. (Robert Hamilton), 1841-1918",1908,Book,http://nla.gov.au/nla.obj-756487795,16,,"Marriage and descent in the Arranda tribe, Central Australia / by R. H. Mathews",nla.obj-756487795,https://trove.nla.gov.au/work/26327875,
,"Mathews, R. H. (Robert Hamilton), 1841-1918",1900,Book,http://nla.gov.au/nla.obj-756720097,8,,Native tribes of Western Australia / by R.H. Mathews,nla.obj-756720097,https://trove.nla.gov.au/work/26327927,
,"Mathews, R. H. (Robert Hamilton), 1841-1918",1907-1908,Book,http://nla.gov.au/nla.obj-52859912,24,,Notes on the Arranda tribe / by R.H. Mathews,nla.obj-52859912,https://trove.nla.gov.au/work/26328400,
,"Mathews, R. H. (Robert Hamilton), 1841-1918",1910-1967,Book,http://nla.gov.au/nla.obj-756730487,24,,Notes on some tribes of Western Australia / by R.H. Mathews,nla.obj-756730487,https://trove.nla.gov.au/work/26328463,
,"Mathews, R. H. (Robert Hamilton), 1841-1918",1911-1912,Book,http://nla.gov.au/nla.obj-755860470,10,,Notes on some published statements with regard to the Australian Aborigines,nla.obj-755860470,https://trove.nla.gov.au/work/26328508,
,"Mathews, R. H. (Robert Hamilton), 1841-1918",1906,Book,http://nla.gov.au/nla.obj-756507459,40,,Notes on some native tribes of Australia / by R.H. Mathews,nla.obj-756507459,https://trove.nla.gov.au/work/26328527,
,"Mathews, R. H. (Robert Hamilton), 1841-1918",1907,Book,http://nla.gov.au/nla.obj-43684645/view,22,,Notes on some aboriginal tribes / by R.H. Mathews,nla.obj-43684645,https://trove.nla.gov.au/work/26328584,
,"Mathews, R. H. (Robert Hamilton), 1841-1918",1906,Book,http://nla.gov.au/nla.obj-755862842,12,,Organisation sociale de quelques tribus australiennes / par R.H. Mathews ; trad. par O. Schmidt,nla.obj-755862842,https://trove.nla.gov.au/work/26329362,
,"Mathews, R. H. (Robert Hamilton), 1841-1918",1905-1999,Book,http://nla.gov.au/nla.obj-756743406,4,,Sociology of the Aborigines of Western Australia / R.H. Mathews,nla.obj-756743406,https://trove.nla.gov.au/work/26329610,
,"Mathews, R. H. (Robert Hamilton), 1841-1918",1908-1999,Book,http://nla.gov.au/nla.obj-756523742,6,,"Sociology of the Chingalee tribe, Northern Australia / by R.H. Mathews",nla.obj-756523742,https://trove.nla.gov.au/work/26329653,
,"Mathews, R. H. (Robert Hamilton), 1841-1918",1905-1909,Book,http://nla.gov.au/nla.obj-52787306/view?searchTerm=%28Paakantji%29+%28nla.obj%29+#search/(Paakantji)%20(nla.obj)%20,26,,Sociology of some Australian tribes / by R. H. Mathews,nla.obj-52787306,https://trove.nla.gov.au/work/26329658,
,"Mathews, R. H. (Robert Hamilton), 1841-1918",1902-1908,Book,http://nla.gov.au/nla.obj-756466545,14,,Some aboriginal languages of Queensland and Victoria / by R.H. Mathews,nla.obj-756466545,https://trove.nla.gov.au/work/26329709,
,"Mathews, R. H. (Robert Hamilton), 1841-1918",1908-1910,Book,http://nla.gov.au/nla.obj-317877098,15,,Some articles used in burial and other rites by the Australian Aborigines / by R.H. Mathews,nla.obj-317877098,https://trove.nla.gov.au/work/26329722,
,"Mathews, R. H. (Robert Hamilton), 1841-1918",1911-1912,Book,http://nla.gov.au/nla.obj-317737985,14,,Some curious stones used by the aborigines / by R.H. Mathews,nla.obj-317737985,https://trove.nla.gov.au/work/26329755,
,"Mathews, R. H. (Robert Hamilton), 1841-1918",1908,Book,http://nla.gov.au/nla.obj-756466615,4,,"Some mythology of the Gundungurra tribe, New South Wales / by R. H. Mathews",nla.obj-756466615,https://trove.nla.gov.au/work/26329872,
,"Mathews, R. H. (Robert Hamilton), 1841-1918",1908,Book,http://nla.gov.au/nla.obj-756524402,12,,Vocabulary of the Ngarrugu tribe N.S.W. / by R. H. Matthews,nla.obj-756524402,https://trove.nla.gov.au/work/26330163,
,"Ritz, Hermann B",1909,Book,http://nla.gov.au/nla.obj-99133490,42,,The speech of the Tasmanian Aborigines / by Hermann B. Ritz,nla.obj-99133490,https://trove.nla.gov.au/work/26333877,
,"Thrower, W. I",1894,Book,http://nla.gov.au/nla.obj-42942584,64,,Younah : a Tasmanian aboriginal : romance of the Cataract Gorge / by W.I. Thrower,nla.obj-42942584,https://trove.nla.gov.au/work/26341675,
,"Basedow, Herbert, 1881-1933",1919,Book,http://nla.gov.au/nla.obj-348705457,1,,A Caravan in the desert,nla.obj-348705457,https://trove.nla.gov.au/work/26345830,
,"Basedow, Herbert, 1881-1933",1900-1908,Book,http://nla.gov.au/nla.obj-52763409,5,,Beitrag zur Entstehung der Stilisierungsornamente der Eingeborenen Australiens / von Herbert Basedow,nla.obj-52763409,https://trove.nla.gov.au/work/26345922,
,,1841,Book,http://nla.gov.au/nla.obj-52875451,11,,"Regulations for the Catholic Girls' School, at Ugbrook",nla.obj-52875451,https://trove.nla.gov.au/work/26359668,
,"Clarke, Cuthbert (Ismir), 1818-1863",1862,Book,https://nla.gov.au/nla.obj-490941350,21,,"Illustrations to the diaries of Burke & Wills expedition to Carpentaria : Burke, King, Wills, Gray",nla.obj-490941350,https://trove.nla.gov.au/work/26359927,
,Art in Australia Ltd,1924,Book,http://nla.gov.au/nla.obj-262906035,14,,"List of past and present publications issued by Art in Australia Ltd., 1916-1924",nla.obj-262906035,https://trove.nla.gov.au/work/26370355,
,"Targett, Walter Scott",1870,Book,http://nla.gov.au/nla.obj-497739533,14,,The last of the tribe : a poem / by Walter Scott Targett,nla.obj-497739533,https://trove.nla.gov.au/work/26385529,
,"Edwards, James Augustus",1876,Book,http://nla.gov.au/nla.obj-660853767,206,,"Gilbert Gogger, or, Australasia veritas / James Augustus Edwards",nla.obj-660853767,https://trove.nla.gov.au/work/26390004,
,"Green, H. M. (Henry Mackenzie), 1881-1962",1892,Book,http://nla.gov.au/nla.obj-36673198,26,,"Clarence and the goblins, or, Under the earth / Henry Mackenzie Green",nla.obj-36673198,https://trove.nla.gov.au/work/26391485,
,"McGillivray, D",1902,Book,http://nla.gov.au/nla.obj-52797518,244,,"Australian horses from paddock to park : a treatise on the scientific handling, breaking, educating, and the general handling of horses ... / by D. McGillivray",nla.obj-52797518,https://trove.nla.gov.au/work/26401447,
,"Dove, H. Percy (Henry Percy), -1923",1870-1879,Picture,http://nla.gov.au/nla.obj-231028281,0,,"[Street map of part of Sydney's central business district bounded by Volunteer Lane in the north, Pitt Street in the east,  Bridge Street in the south, and George Street in the west, c. 1879?]",nla.obj-231028281,https://trove.nla.gov.au/work/26404380,
,"Humphry, Mrs",1911,Book,http://nla.gov.au/nla.obj-43123516,177,,Madge's trip to Europe and back / by Herself,nla.obj-43123516,https://trove.nla.gov.au/work/26409496,
,"Ah, Louis Mouy",1879,Multi Volume Book,http://nla.gov.au/nla.obj-390343150,34,nla.obj-389051536,"The Chinese question in Australia, 1878-79 / edited by L. Kong Meng, Cheok Hong Cheong, Louis Ah Mouy",nla.obj-390343150,https://trove.nla.gov.au/work/2641319,1.0
,"Ah, Louis Mouy",1879,Multi Volume Book,http://nla.gov.au/nla.obj-52783005,31,nla.obj-389051536,"The Chinese question in Australia, 1878-79 / edited by L. Kong Meng, Cheok Hong Cheong, Louis Ah Mouy",nla.obj-52783005,https://trove.nla.gov.au/work/2641319,2.0
nla.obj-390343150|nla.obj-52783005,"Ah, Louis Mouy",1879,Multi Volume Book,http://nla.gov.au/nla.obj-389051536,0,,"The Chinese question in Australia, 1878-79 / edited by L. Kong Meng, Cheok Hong Cheong, Louis Ah Mouy",nla.obj-389051536,https://trove.nla.gov.au/work/2641319,
,"Orr, Aileen",1909,Book,http://nla.gov.au/nla.obj-23110052,160,,Miss Manners / presented by Aileen Orr and represented by John Hassall,nla.obj-23110052,https://trove.nla.gov.au/work/26414149,
,"Sandes, John, 1863-1938",1915-2018,Digital Publication,http://nla.gov.au/nla.obj-744943306,0,,The call of the Southern Cross : a romance of Australia / by John Sandes,nla.obj-744943306,https://trove.nla.gov.au/work/26415083,
,"Skertchly, Sydney B. J. (Sydney Barber Josiah), 1850-1927",1908,Book,http://nla.gov.au/nla.obj-52835512,117,,The story of the noble opal / by Sydney B.J. Skertchly,nla.obj-52835512,https://trove.nla.gov.au/work/26427603,
,"Affleck, William, 1836-",1916,Book,https://nla.gov.au/nla.obj-452249748,182,,Reminiscences of William Affleck from infancy to present date,nla.obj-452249748,https://trove.nla.gov.au/work/26483643,
,"Baker, Beatrice Shirley",1927,Book,http://nla.gov.au/nla.obj-52785904,52,,"Memoirs of the Rev. Dr. Shirley Waldemar Baker, missionary and prime minister / by Beatrice Shirley Baker",nla.obj-52785904,https://trove.nla.gov.au/work/26483814,
,"Lilley, W. Osborne (William Osborne), 1839-1914",1902,Book,http://nla.gov.au/nla.obj-40274966,187,,Life of the Hon. William Brookes : (a distinguished Queensland citizen) / by W. Osborne Lilley,nla.obj-40274966,https://trove.nla.gov.au/work/26495631,
,"Ross, C. Stuart (Charles Stuart), 1840-1927",1903,Book,http://nla.gov.au/nla.obj-52764304,174,,Tamate : the apostle of the Papuan gulf / by C. Stuart Ross,nla.obj-52764304,https://trove.nla.gov.au/work/26496034,
,"Clow, Robbitt Jon, 1877-1952",1928,Book,http://nla.gov.au/nla.obj-363295094,61,,"The Pacific empire : an authentic history of the Venerable James Clow, evangelist of Kircaldy, Bombay and Melbourne / by Robitt Jon Clow",nla.obj-363295094,https://trove.nla.gov.au/work/26507123,
,,1919,Book,http://nla.gov.au/nla.obj-270838328,44,,"Sir James Reading Fairfax, born October 17th, 1834, died March 28th, 1919",nla.obj-270838328,https://trove.nla.gov.au/work/26509560,
,"Hughes, William, of Gray’s Inn",1886,Book,http://nla.gov.au/nla.obj-52869993,99,,"Sheriffs of Shropshire, 1831 to 1886",nla.obj-52869993,https://trove.nla.gov.au/work/26520854,
,"Gay, William, 1865-1897",1895,Book,http://nla.gov.au/nla.obj-399018051,42,,The Commonwealth & the Empire : special contributions and communications on the subject of Australasian federation from leading colonial and imperial writers and statesmen / edited by W. Gay and M. E. Sampson,nla.obj-399018051,https://trove.nla.gov.au/work/26521758,
,"Reed, Bill, 1939-",1982-2015,Digital Publication,http://nla.gov.au/nla.obj-254106183,0,,"Ihe, a novel / by Bill Reed",nla.obj-254106183,https://trove.nla.gov.au/work/26528749,
,"Bartholomew, J. G. (John George), 1860-1920",1890,Picture,http://nla.gov.au/nla.obj-231095871,0,,General Geology of Australia / John Bartholomew & Co,nla.obj-231095871,https://trove.nla.gov.au/work/26530667,
,"Hindmarsh, Michael, 1800-1867",1945,Book,http://nla.gov.au/nla.obj-52853070,99,,Letters written by Michael Hindmarsh of Alne Bank ... : also a brief story of Mr & Mrs Michael Hindmarsh with names of their descendants,nla.obj-52853070,https://trove.nla.gov.au/work/26538508,
,"Jacobs, Philip A. (Philip Acland)",1924,Book,http://nla.gov.au/nla.obj-27217865,82,,Judges of yesterday / by Philip A. Jacobs,nla.obj-27217865,https://trove.nla.gov.au/work/26538965,
,"King, Ann, 1834-1919",1929,Multi Volume Book,http://nla.gov.au/nla.obj-368870018,8,nla.obj-368740824,"The Richmond River experiences of Ann King, later on Mrs. T. N. Hollingworth, and now Mrs. H. Dawe, believed to be the oldest living resident of the Richmond River / Ann King",nla.obj-368870018,https://trove.nla.gov.au/work/26540113,1.0
,"King, Ann, 1834-1919",1929,Multi Volume Book,http://nla.gov.au/nla.obj-52817363,7,nla.obj-368740824,"The Richmond River experiences of Ann King, later on Mrs. T. N. Hollingworth, and now Mrs. H. Dawe, believed to be the oldest living resident of the Richmond River / Ann King",nla.obj-52817363,https://trove.nla.gov.au/work/26540113,2.0
nla.obj-368870018|nla.obj-52817363,"King, Ann, 1834-1919",1929,Multi Volume Book,http://nla.gov.au/nla.obj-368740824,0,,"The Richmond River experiences of Ann King, later on Mrs. T. N. Hollingworth, and now Mrs. H. Dawe, believed to be the oldest living resident of the Richmond River / Ann King",nla.obj-368740824,https://trove.nla.gov.au/work/26540113,
,Society for Promoting Christian Knowledge (Great Britain),1850,Picture,http://nla.gov.au/nla.obj-230857407,0,,Diocese of Barbados / drawnr & engraved by J. Archer,nla.obj-230857407,https://trove.nla.gov.au/work/26540220,
,"Bartholomew, J. G. (John George), 1860-1920",1890,Picture,http://nla.gov.au/nla.obj-231095714,0,,Mean annual rainfall of Australia / John Bartholomew & Co,nla.obj-231095714,https://trove.nla.gov.au/work/26545487,
,Society for Promoting Christian Knowledge (Great Britain),1850,Picture,http://nla.gov.au/nla.obj-230859967,0,,Diocese of Adelaide [Western Australia] drawn & engraved by J. Archer,nla.obj-230859967,https://trove.nla.gov.au/work/26549764,
,"Mundy, Donald, 1881-1954",1953,Book,http://nla.gov.au/nla.obj-52877253,155,,The days that are no more / by Donald Mundy,nla.obj-52877253,https://trove.nla.gov.au/work/26556070,
,"Bluegum, Tom",1924,Book,http://nla.gov.au/nla.obj-698736,202,,From bark hut to pulpit / by G. Warren Payne,nla.obj-698736,https://trove.nla.gov.au/work/26557094,
,Society for Promoting Christian Knowledge (Great Britain),1850,Picture,http://nla.gov.au/nla.obj-230859484,0,,"New South Wales, and Victoria showing the respective limits of the Dioceses of Sydney, Newcastle and Melbourne",nla.obj-230859484,https://trove.nla.gov.au/work/26568756,
,Society for Promoting Christian Knowledge (Great Britain),1850,Picture,http://nla.gov.au/nla.obj-230859808,0,,Diocese of Adelaide,nla.obj-230859808,https://trove.nla.gov.au/work/26568769,
,"Tait, George, 1844-1934",1914,Book,http://nla.gov.au/nla.obj-52873831,106,,"In memoriam : Rev. John Tait, Elizabeth Tait",nla.obj-52873831,https://trove.nla.gov.au/work/26568885,
,"Rowe, George Stringer",1885,Book,http://nla.gov.au/nla.obj-52875098,148,,"A pioneer : a memoir of the Rev. John Thomas, missionary to the Friendly islands / by G. Stringer Rowe",nla.obj-52875098,https://trove.nla.gov.au/work/26569407,
,Society for Promoting Christian Knowledge (Great Britain),1850,Picture,http://nla.gov.au/nla.obj-230860129,0,,Diocese of Tasmania,nla.obj-230860129,https://trove.nla.gov.au/work/26569734,
,"Wirth, George, 1867-1941",1925,Book,https://nla.gov.au/nla.obj-492995583,148,,"Round the world with a circus : memories of trials, triumphs and tribulations / by George Wirth",nla.obj-492995583,https://trove.nla.gov.au/work/26570297,
,"Jennings, Elizabeth Esther Ellen, 1864-1920",1890-1899,Book,http://nla.gov.au/nla.obj-19858125,183,,Yachting days and yachting ways / by Essie Wood,nla.obj-19858125,https://trove.nla.gov.au/work/26570343,
,"Hutton, Edward T. H. Sir, (Edward Thomas Henry), 1848-1923",1902,Book,http://nla.gov.au/nla.obj-498795761,103,,The defence and defensive power of Australia / by Sir Edward Hutton,nla.obj-498795761,https://trove.nla.gov.au/work/26572513,
,1st Battalion A.I.F. History Committee (Australia),1931,Book,http://nla.gov.au/nla.obj-52806942,168,,"The History of the First Battalion, A.I.F., 1914-1919",nla.obj-52806942,https://trove.nla.gov.au/work/26579939,
,"Johnson, W. H. (William Herbert)",1930,Book,http://nla.gov.au/nla.obj-6430891,84,,"The Right Reverend George Merrick Long ... Lord Bishop of Bathurst 1911-1928, Lord Bishop of Newcastle 1928-1930 : a memoir / by W.H. Johnson",nla.obj-6430891,https://trove.nla.gov.au/work/26581068,
,Commercial Banking Company of Sydney,1922,Book,http://nla.gov.au/nla.obj-52764542,44,,A Memorial record of those members of staff of the Commercial Banking Company of Sydney Limited who served their King and country in the Great War 1914-1918,nla.obj-52764542,https://trove.nla.gov.au/work/26583180,
,"Goddard, G. H",1919,Book,https://nla.gov.au/nla.obj-487409101,156,,"Soldiers and sportsmen : an account of the sporting activities of the Australian Imperial Force during the period between November, 1918 and September, 1919 / prepared for the A.I.F. Sports Control Board by Lieutenant G. H. Goddard",nla.obj-487409101,https://trove.nla.gov.au/work/26595158,
,Goulburn A. P. & H. Society,1881,Book,http://nla.gov.au/nla.obj-68263124,1,,"First grand show, March 1881 : schedule of prizes / The Goulburn Agricultural, Pastoral and Horticultural Society",nla.obj-68263124,https://trove.nla.gov.au/work/26604472,
,"Mooney, Charles James, 1878-1961",1919,Book,http://nla.gov.au/nla.obj-33446878,113,,The history of the Ninth Australian Field Ambulance,nla.obj-33446878,https://trove.nla.gov.au/work/26611947,
,"Wigley, J. J. (Julian J.), 1943-",1982,Book,http://nla.gov.au/nla.obj-184176557,48,,Mining! : a pictorial story of mining companies and how they get to mine Aboriginal land in Australia / [by Julian Wigley],nla.obj-184176557,https://trove.nla.gov.au/work/26616230,
,"Bayer, Johann, 1572-1625",1603,Picture,http://nla.gov.au/nla.obj-230911606,0,,"Ioannis Bayeri Rhainani I.C. Uranometria : omnium asterismorum continens schemata, nova methodo delineata, aereis laminis expressa",nla.obj-230911606,https://trove.nla.gov.au/work/26623039,
,"Vale, John",1917,Book,http://nla.gov.au/nla.obj-34947021,98,,Wiser through the war / by John Vale ; with introduction by S. Mauger,nla.obj-34947021,https://trove.nla.gov.au/work/26635752,
,"Vale, John",1918,Book,http://nla.gov.au/nla.obj-34957820,86,,Dry munitions / prepared by John Vale ; foreword and statement of the case for war-time prohibition by R.B.S. Hammond ; State Sections by James Marion ... [et el.],nla.obj-34957820,https://trove.nla.gov.au/work/26635790,
,"Newman, D. H. (Duncan H.)",1916,Book,http://nla.gov.au/nla.obj-37373713,51,,The socialist case for conscription / by D.H. Newman,nla.obj-37373713,https://trove.nla.gov.au/work/26635893,
,"Universal Service League (Sydney, N.S.W.)",1915,Book,http://nla.gov.au/nla.obj-34971609,7,,"Mr. J. Ellis Barker on ""America, a nation in arms"" : (""the Nineteenth century and after"" - September, 1915) : why not Australia too?",nla.obj-34971609,https://trove.nla.gov.au/work/26635971,
,"Holland, H. E. (Henry Edmund), 1868-1933",1919,Book,http://nla.gov.au/nla.obj-46448642,188,,Armageddon or Calvary : the conscientious objectors of New Zealand and the process of their conversion / by H.E. Holland,nla.obj-46448642,https://trove.nla.gov.au/work/26636015,
,Loyalist League of Victoria,1919,Book,http://nla.gov.au/nla.obj-34972393,3,,The menace of Mannix & Co. : a reply to 'Captain' Cyril Bryan / issued by the Loyalist League of Victoria,nla.obj-34972393,https://trove.nla.gov.au/work/26636051,
,,1916,Book,http://nla.gov.au/nla.obj-46469121,78,,Livre de prieres du Tirailleur du Pacifique : Nouvelle-Caledonie et Loyalty,nla.obj-46469121,https://trove.nla.gov.au/work/26636201,
,"Lockington, William J., 1871-1948",1915,Book,http://nla.gov.au/nla.obj-37385420,37,,The drink evil in Australia / by W.J. Lockington ; foreword by Daniel Mannix,nla.obj-37385420,https://trove.nla.gov.au/work/26636290,
,"Boyce, F. B. (Francis Bertie), 1844-1931",1917,Book,http://nla.gov.au/nla.obj-34972743,12,,The war and future problems / by F.B. Boyce,nla.obj-34972743,https://trove.nla.gov.au/work/26637416,
,"Arthur, Richard, 1865-1932",1916,Book,http://nla.gov.au/nla.obj-37389514,15,,Keep yourself fit : an address given at camps in Queensland and New South Wales / by R. Arthur,nla.obj-37389514,https://trove.nla.gov.au/work/26637552,
,"Kitchener, Horatio Herbert Kitchener, Earl, 1850-1916",1910-1919,Book,http://nla.gov.au/nla.obj-34974081,8,,A straight talk to his men / by Earl Kitchener,nla.obj-34974081,https://trove.nla.gov.au/work/26637565,
,"Morrow, Prince A. (Prince Albert), 1846-1913",1901-1950,Book,http://nla.gov.au/nla.obj-34974982,20,,A plea for sanitary and moral prophylaxis / by Prince A. Morrow,nla.obj-34974982,https://trove.nla.gov.au/work/26637671,
,"Kelly, Michael, 1850-1940",1916,Book,http://nla.gov.au/nla.obj-37391188,4,,"Australia's duty / Dr. Kelly, Archbishop of Sydney",nla.obj-37391188,https://trove.nla.gov.au/work/26637689,
,"Ahearne, Joseph",1916,Book,http://nla.gov.au/nla.obj-34977201,101,,"Letters by Colonel Ahearne to Westminster gazette on Salonica, Serbia, Marseilles",nla.obj-34977201,https://trove.nla.gov.au/work/26639488,
,"Everitt, Herbert, 1841?-",1915,Book,http://nla.gov.au/nla.obj-46477721,28,,"""Your duty"" / by Herbert Everitt",nla.obj-46477721,https://trove.nla.gov.au/work/26639574,
,"Barnett, Arthur T",1911,Book,http://nla.gov.au/nla.obj-37391647,36,,The testimony of medical men / by Arthur T. Barnett,nla.obj-37391647,https://trove.nla.gov.au/work/26639621,
,Australasian White Cross League,1914,Book,http://nla.gov.au/nla.obj-34993630,16,,Some opinions of leading men in Australasia regarding the necessity of purity instruction to the young,nla.obj-34993630,https://trove.nla.gov.au/work/26639714,
,"Australia. Army. Military District, 2nd",1940-1949,Book,http://nla.gov.au/nla.obj-37397590,24,,Order of service for church parade : as conducted by Church of England chaplains for use at encampments,nla.obj-37397590,https://trove.nla.gov.au/work/26640061,
,"Macintyre, Ronald G. (Ronald George), 1863-1954",1917,Book,http://nla.gov.au/nla.obj-34995413,25,,Courage and comfort in time of war / by R.G. Macintyre,nla.obj-34995413,https://trove.nla.gov.au/work/26640084,
,"Strachan, John",1914,Book,http://nla.gov.au/nla.obj-37400429,25,,"An unheeded warning : a danger foretold which has now come but is not yet passed : the Japanese, the Chinese, the Germans, and the empty north / by John Strachan",nla.obj-37400429,https://trove.nla.gov.au/work/26640126,
,"Radford, L. B. (Lewis Bostock), 1869-1937",1914,Book,http://nla.gov.au/nla.obj-39872321,11,,"In memory of Brian Colden Antill Pockley, M.B., captain, Australian Army Medical Corps, who fell at Herbertshohe, September 11, 1914 on active service with the first Australian Military Expedition, New Guinea",nla.obj-39872321,https://trove.nla.gov.au/work/26640221,
,"Universal Service League (Sydney, N.S.W.)",1915,Book,http://nla.gov.au/nla.obj-37403196,31,,The Case for universal service,nla.obj-37403196,https://trove.nla.gov.au/work/26640294,
,"Armstrong, F. W",1917,Book,http://nla.gov.au/nla.obj-34998072,35,,"The second advent of Christ, revival of the Roman Empire, climax of civilization : an address / by F.W. Armstrong",nla.obj-34998072,https://trove.nla.gov.au/work/26640313,
,,1914-1918,Book,http://nla.gov.au/nla.obj-37406625,16,,The message of hope to the relatives of our fallen heroes,nla.obj-37406625,https://trove.nla.gov.au/work/26640405,
,"Osborne, W. A. (William Alexander), 1873-1967",1915,Book,http://nla.gov.au/nla.obj-37422193,36,,Germany's intellectual strength and weakness / by Professor Osborne. Trade and the war / by R.R. Garran,nla.obj-37422193,https://trove.nla.gov.au/work/26640542,
,"Irvine, W. H. Sir. (William Hill)",1915,Book,http://nla.gov.au/nla.obj-37437866,36,,The duties of the non-combatant / by Sir William Irvine. Nietzsche and the present German spirit / by J. McKellar Stewart,nla.obj-37437866,https://trove.nla.gov.au/work/26640692,
,"Laby, T. H. (Thomas Howell), 1880-1946",1915,Book,http://nla.gov.au/nla.obj-35011249,30,,The dominions and the war / by T.H. Laby. The war and public health / by J.H.L. Cumpston,nla.obj-35011249,https://trove.nla.gov.au/work/26640804,
,"Barton, Edmund, Sir, 1849-1920",1918,Book,http://nla.gov.au/nla.obj-38574902,16,,"The world's menace : meaning of a German peace, extinction of people's rule, Australia's peril set out - speech / by Sir Edmund Barton",nla.obj-38574902,https://trove.nla.gov.au/work/26642493,
,Australia. Department of Defence,1917,Book,http://nla.gov.au/nla.obj-37441869,4,,Prohibited publications,nla.obj-37441869,https://trove.nla.gov.au/work/26642499,
,"Smith, Bruce, 1851-1937",1919,Book,http://nla.gov.au/nla.obj-37272269,11,,Australia and the peace conference : two letters on ... W.M. Hughes' representation / by Bruce Smith ; with extract from Paris correspondent of Sydney Morning Herald,nla.obj-37272269,https://trove.nla.gov.au/work/26642601,
,"Christopherson, H",1915-1917,Book,http://nla.gov.au/nla.obj-35017441,33,,War and its remedy : an appeal to the peace party / by H. Christopherson,nla.obj-35017441,https://trove.nla.gov.au/work/26642642,
,"Wauchope, Charles P",1915,Book,http://nla.gov.au/nla.obj-37445449,116,,Four lectures on Armageddon / by Charles P. Wauchope,nla.obj-37445449,https://trove.nla.gov.au/work/26643267,
,,1916,Book,http://nla.gov.au/nla.obj-35040026,8,,Repatriation of soldiers : territorial scheme,nla.obj-35040026,https://trove.nla.gov.au/work/26643304,
,"Walters, George",1916,Book,http://nla.gov.au/nla.obj-37478106,16,,Eugenic problems and the war : a lecture / by George Walters,nla.obj-37478106,https://trove.nla.gov.au/work/26643354,
,"Von Hagen, C. (Conrad)",1918,Book,http://nla.gov.au/nla.obj-37483934,45,,"Australia's share in the war, and who is paying for it / issued by the Executive of the Australian Labor Party, State of New South Wales",nla.obj-37483934,https://trove.nla.gov.au/work/26643378,
,Industrial Workers of the World,1910-1919,Book,http://nla.gov.au/nla.obj-35040923,21,,How the war came : with a chronicle of events compiled from all the official papers published by the European governments,nla.obj-35040923,https://trove.nla.gov.au/work/26643429,
,"Pepper, W. R. W",1914,Book,http://nla.gov.au/nla.obj-37490265,20,,Socialist songs : with parodies / by W.R.W. and K.N. Pepper,nla.obj-37490265,https://trove.nla.gov.au/work/26643514,
,"Gocher, W. H. (William Henry), 1856-1921",1915,Book,http://nla.gov.au/nla.obj-37494503,53,,Australia must be heard : an appeal to His Holiness Pope Benedict XV to bring about an armistice and arrange an international conference to consider proposals from Australia on behalf of the democracies of nations / by W.H. Gocher,nla.obj-37494503,https://trove.nla.gov.au/work/26643640,
,"Lloyd George, David, 1863-1945",1917,Book,http://nla.gov.au/nla.obj-35047078,3,,Lloyd George on the war,nla.obj-35047078,https://trove.nla.gov.au/work/26643714,
,"Great Britain. Royal Commission on the Arrest and Subsequent Treatment of Mr. Francis Sheehy Skeffington, Mr. Thomas Dickson and Mr. Patrick James McIntyre",1916,Book,http://nla.gov.au/nla.obj-35047428,28,,"The Shooting of Sheehy-Skeffington : a tragic incident of the Irish rebellion, April 1916",nla.obj-35047428,https://trove.nla.gov.au/work/26643803,
,"Reid, G. H. Sir, (George Houstoun), 1845-1918",1918,Book,http://nla.gov.au/nla.obj-48792395,12,,If Germany should win! / by Sir George Reid,nla.obj-48792395,https://trove.nla.gov.au/work/26644467,
,"Simpson, David",1918,Book,http://nla.gov.au/nla.obj-35051861,8,,"The spiritual forces involved in the present war : two addresses / given by David Simpson, in the Victoria Theatre, Sydney on Sundays, July 21-28, 1918",nla.obj-35051861,https://trove.nla.gov.au/work/26644541,
,"Robertson, Alexander, 1846-1933",1918,Book,http://nla.gov.au/nla.obj-35052780,7,,The Australian (Official) Labour Party and the Roman Catholic Church,nla.obj-35052780,https://trove.nla.gov.au/work/26644608,
,"Blanchard, Charles A. (Charles Albert), 1848-1925",1918,Book,http://nla.gov.au/nla.obj-35053571,16,,The world-war and the Bible / by Chas. A. Blanchard,nla.obj-35053571,https://trove.nla.gov.au/work/26646143,
,"Smith, George Davidson",1916-1919,Book,http://nla.gov.au/nla.obj-37507300,26,,The real Armageddon / by George Davidson Smith,nla.obj-37507300,https://trove.nla.gov.au/work/26646166,
,"Climo, Arthur",1915,Book,http://nla.gov.au/nla.obj-37513819,56,,"The world's 11th hour : (Aug. 15th, July 15th 1914 outbreak European War)",nla.obj-37513819,https://trove.nla.gov.au/work/26646223,
,"Stutfield, Hugh E. M. (Hugh Edward Millington), 1858-1929",1918,Book,http://nla.gov.au/nla.obj-35055422,24,,The Roman Catholic Church and the entente / by Hugh E.M. Stutfield,nla.obj-35055422,https://trove.nla.gov.au/work/26646244,
,"Henley, Thomas, Sir, 1860-1935",1917,Book,http://nla.gov.au/nla.obj-48793767,56,,"After the war, Christendom and the coming peace : from an Australian point of view, the Christian Church's opportunity / by T. Henley",nla.obj-48793767,https://trove.nla.gov.au/work/26646403,
,Citizens' War Chest Fund (N.S.W.),1918,Book,http://nla.gov.au/nla.obj-35062140,15,,Some extracts from the Sydney press about the work of the Australian Comforts' Fund,nla.obj-35062140,https://trove.nla.gov.au/work/26646465,
